C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,increasing_id
50635,Customer#000050635,oWJ7WkeDPGOX5K9L5v3Jsru,2,12-358-809-6545,620.11,FURNITURE,slyly final excuses. fluffily final ideas,50634
50636,Customer#000050636,"cp1c,mpW1JzWWkXwpg6uEpl",8,18-770-378-7083,3093.36,FURNITURE,deposits integrate quickly. accounts haggle sly,50635
50637,Customer#000050637,WoKNz6PTVxEiQtK5GMl3jJzCb8khm,20,30-526-931-5864,2035.34,AUTOMOBILE,ies. blithely regular escapades nod fluffily a,50636
50638,Customer#000050638,6OLaq3vTk0davYGxKI1weZljyke3K5n,19,29-386-790-8989,6925.76,HOUSEHOLD,furiously carefully even accounts.,50637
50639,Customer#000050639,FTWRahInDw1bKE9P0NyKD,6,16-192-727-9092,8202.14,AUTOMOBILE,ges hinder blithely blithely even packages. furiously pending platelets eat furiously regular requests. blithely da,50638
50640,Customer#000050640,H2UIY9HLuurCk4w,20,30-703-150-2229,-564.85,MACHINERY,r the furiously idle dinos. bold requests around the furiously unusual dugouts wake carefully after the furiousl,50639
50641,Customer#000050641,"t,mkPqYJxemhZNXRx",18,28-188-741-7682,8473.77,AUTOMOBILE,fluffy theodolites. furiously even,50640
50642,Customer#000050642,DuXdu5ld5whfnKS7A,13,23-977-753-4838,-227.12,BUILDING,ular packages. carefully special pinto beans sleep. care,50641
50643,Customer#000050643,"9iBM3XYzXl,Yq9jo",5,15-190-560-2347,8685.20,AUTOMOBILE,uests sleep according to the pending foxes. blithely fin,50642
50644,Customer#000050644,drQwPnrVIqyDAafykQwApRxih7XeSoGZ7PgqIprD,20,30-524-479-3184,297.29,MACHINERY,nstructions are according to the blithely careful escapades. sly,50643
50645,Customer#000050645,ioc6m09WsPk7TJnA27in1KPRk7nA,12,22-787-380-5279,568.01,BUILDING,s cajole. evenly blithe requests above the blithely express package,50644
50646,Customer#000050646,qQ2u7 7jVyh3BNW,0,10-124-116-3030,7483.73,FURNITURE,tructions. furiously regular requests wake slyly. blithely even,50645
50647,Customer#000050647,GiilWEgARi4vMNWx7ixiwaLsyTskHHxeF,17,27-650-487-9569,3115.95,FURNITURE,ounts cajole. carefully ironic requests believe blithely regular deposits. slyly express foxe,50646
50648,Customer#000050648,"fhlaBQ1unz aMeDT,9hZi4zobJzQwrcVQgc",2,12-749-341-5105,7752.08,AUTOMOBILE,"y according to the final, final foxes. s",50647
50649,Customer#000050649,"suqgCkoJo7KPJWIAYp5x80U iHneQlkdIgcKh,",18,28-562-923-8503,3294.23,MACHINERY,accounts doze about the asymptotes,50648
50650,Customer#000050650,OKpe49XibykyJq4FPLN6W8gOXpSmjSpPGpXS9b2,4,14-991-477-9632,1049.54,FURNITURE,ges are. carefully final dolphins around the bravely bold deposits eat furiously deposits. furiously ironic,50649
50651,Customer#000050651,bDvi4VyFKkjhMdMgRP5nQfhUVyphwlfl4UdmKyw,2,12-470-185-8647,4579.56,FURNITURE,accounts. doggedly unusual ideas maintain quickly regular requests. packages wake about t,50650
50652,Customer#000050652,z22GFA9F aXASTwK,3,13-878-387-5181,-415.14,FURNITURE,refully final requests? even deposits are according to the blithely unusual packages. slyly express deposits,50651
50653,Customer#000050653,YxEhOMXgMvLA4q2BuhGc wQ,18,28-581-635-7347,5618.97,BUILDING,"accounts sleep after the carefully final requests. busy, bold ideas nag furiou",50652
50654,Customer#000050654,sno0FYcNZ93QzM6sMYS0gGYZDy7DRJzehxbGt,14,24-743-448-2449,1121.39,MACHINERY,"earls. blithely unusual sentiments above the final deposits sleep slyly against the regular, r",50653
50655,Customer#000050655,9AaSJlWuWoESHRHJ871hm,14,24-849-279-6660,2230.80,AUTOMOBILE,y. special accounts sleep carefully furious,50654
50656,Customer#000050656,JtRuMYUOLsARPemSoCpfPKKRfWtOPM,18,28-936-652-1175,3019.38,AUTOMOBILE,"along the special, unusual packages. packages wake blithely. doggedly silent",50655
50657,Customer#000050657,"h2gn7S6,OF3Fx1VAIDIBoomuqmRn",21,31-420-837-1071,1748.15,AUTOMOBILE,he slyly regular asymptotes. slyly even requests affix blit,50656
50658,Customer#000050658,oYw8JZ4l7ZW,0,10-417-698-8524,9112.79,AUTOMOBILE,ajole furiously according to the furiously even,50657
50659,Customer#000050659,"DM18D6bcakJVO20Q2,fyZGXPjS8",17,27-800-587-1796,3758.53,HOUSEHOLD,"y regular hockey players at the escapades affix furiously against the express, regular dep",50658
50660,Customer#000050660,"iriEgxKRAazlRarubh3Z,Gokcn35vYS7QCHMk",18,28-125-542-1015,5542.35,BUILDING,ep across the quickly final packages. a,50659
50661,Customer#000050661,"QQM27tXHJFKPPse,X2POpG",4,14-159-789-4020,294.13,BUILDING,es about the silent requests are according to,50660
50662,Customer#000050662,"X9SG,DCgxn2zijvRr",21,31-618-202-1372,2445.53,BUILDING,oxes instead of the furiously express ideas bo,50661
50663,Customer#000050663,PFRX8t9xT KzR8RrSxKe6GtBz,3,13-505-660-7387,4041.41,HOUSEHOLD,ccording to the furiously regular accounts. special ideas eat. silent warthogs are slyly across the slyly f,50662
50664,Customer#000050664,"PrliTT VVmzmBH9WhEbvDpw5GuHD,NCvQnAR0Y",14,24-234-942-4262,8029.67,MACHINERY,es haggle among the carefully express a,50663
50665,Customer#000050665,FNNxJLfkxHjuObx4dmVyumYs81GjOHf,6,16-210-638-6623,4733.09,HOUSEHOLD,es: slyly express deposits x-ray blithely quick,50664
50666,Customer#000050666,HqT4P3YAWIMU1H,11,21-404-590-6298,6008.85,AUTOMOBILE,press platelets hang idly. frets along the dolphins thrash furiously even packages. carefully special asymptote,50665
50667,Customer#000050667,9aGxwCYLcG6y2eA,24,34-999-115-2195,8764.52,FURNITURE,mptotes around the slyly bold instructions boost furi,50666
50668,Customer#000050668,"5Q,dWgFbQo6",2,12-650-606-2806,2272.34,HOUSEHOLD,fully bold accounts haggle quickly exp,50667
50669,Customer#000050669,"1OCpqbW2yZp,Z",2,12-662-748-7895,8103.29,MACHINERY,out the boldly unusual accounts. sil,50668
50670,Customer#000050670,yEeVQJ7Vsepr,20,30-328-954-8288,9993.71,AUTOMOBILE,nstructions run after the blithely unusual deposits. quickly final requests h,50669
50671,Customer#000050671,"N,LGjg5VfavZRtnsDfgyKg1UnnkgVZvugjPB",2,12-185-626-8918,3384.20,FURNITURE,"express, bold ideas. slowly final instructions wake blithely. finally ironic requests sleep furiously eve",50670
50672,Customer#000050672,BY6TK5AoHS1O,23,33-326-121-1090,6175.07,FURNITURE,tegrate against the deposits. packages through the slyly fluffy multipliers x-ray blithely carefully even foxes.,50671
50673,Customer#000050673,FFL3O3xhxwgqXZ1xwfFT4Gze,8,18-361-771-1223,8428.09,FURNITURE,deposits. express excuses cajole carefully after the quickly thin ideas. boldly express deposit,50672
50674,Customer#000050674,Ll8uizf4wBJTbVJGhp7Nrj,8,18-867-190-3719,1928.81,AUTOMOBILE,nstructions affix blithely. regular packages sleep caref,50673
50675,Customer#000050675,jUQXPWlpIlUu8q4vgBEFOdLY,11,21-123-472-2666,9521.93,AUTOMOBILE,riously bold theodolites sleep blithely. furiously regular waters x-ray slyl,50674
50676,Customer#000050676,a8CiIqgcxNc0DpF0z8oKV,22,32-107-431-4501,5121.03,AUTOMOBILE,"lyly silent ideas wake fluffily special instructions; regular, final accounts are slyly against the slyly unusual",50675
50677,Customer#000050677,70EJDyZqhLaKo3K255ly3gEDdwsO,2,12-617-931-2681,3208.17,BUILDING,"around the even requests nag quickly carefully regular platelets; unusual, even packages detect ironic deposit",50676
50678,Customer#000050678,LPM6F2Ug6quJKYyr9h058lYm9uPN3Ho9Lmo,10,20-573-730-8366,6613.73,AUTOMOBILE,pecial packages cajole carefully around the fluffily pending i,50677
50679,Customer#000050679,KGSFpIMV49LKgCF5SDuHImlXxt,20,30-901-221-7943,28.96,BUILDING,raids serve slyly quickly pending grouches. carefully final courts haggle quickly. bold platelets haggle fluffily ac,50678
50680,Customer#000050680,DCdODN9wYwO,16,26-614-748-7336,618.13,BUILDING,cajole blithely slowly regular packages. furiously regular accounts are alongside of the carefully final e,50679
50681,Customer#000050681,QU251ecuYjT,0,10-935-662-8843,2853.55,BUILDING,y regular requests are boldly above the blithely unusu,50680
50682,Customer#000050682,"Fva8Uw0,WeR",14,24-221-157-7242,8660.73,AUTOMOBILE,"ickly unusual theodolites haggle alongside of the slyly final accounts. ironic, regular r",50681
50683,Customer#000050683,5FHPHqsrW2 NZz4IecZ41fAYCju9YsH7N,9,19-168-717-5869,7003.57,MACHINERY,as grow against the slyly regular packages. slyly ca,50682
50684,Customer#000050684,nl06wh6B19iBOW1mZ5G0cZNIPSBB Bn1BmmiBGq7,17,27-764-751-3729,7001.09,FURNITURE,regular requests. packages grow. quickly ex,50683
50685,Customer#000050685,"cNPHpLuBpa,th",0,10-529-414-6440,9398.93,BUILDING,riously after the packages. ironic courts wake,50684
50686,Customer#000050686,h1CRWSeY02ne7g9p68pBIq5ugWYA,7,17-643-341-9778,5870.77,MACHINERY,ully final sheaves. slyly final requests among the carefully special accounts are furi,50685
50687,Customer#000050687,jr2Sk52du1MJqLyT9JWoGYvlGP,14,24-531-863-8789,8995.89,MACHINERY,old packages. quickly even foxes lose blithely among the blithely ironic instructio,50686
50688,Customer#000050688,"jEtJ,JT5G2eVKm",1,11-801-475-6138,8008.63,AUTOMOBILE,lithely around the slow ideas.,50687
50689,Customer#000050689,"2aiR,Cf6q8JoGtYyfBHXEvRJ",18,28-938-751-5593,3170.76,HOUSEHOLD,after the ironic requests boost furiously blithely bold requests! furiously final deposits haggle a,50688
50690,Customer#000050690,YuZZkWcMaBZ SZliX9Q,18,28-616-902-1292,4961.55,MACHINERY,ructions doubt. blithely final deposits are slyly,50689
50691,Customer#000050691,2ZYEmqFGgCOraVd146a,14,24-896-657-4574,6717.81,AUTOMOBILE,"even foxes wake-- sly, bold dinos",50690
50692,Customer#000050692,wF9iToBQCBhMIHCdN,9,19-132-888-1075,274.24,BUILDING,en deposits sleep. carefully dogged realms boost fluffily. thinly careful,50691
50693,Customer#000050693,uX5z ZM9JWI4valzIaBPECX6,8,18-500-791-9811,9127.51,FURNITURE,ithely special requests. silently special packages around the furiously bold foxes boost among the slyly,50692
50694,Customer#000050694,sXT1xyt6hSwRNSGe 5b9L B,22,32-349-445-9656,9182.13,MACHINERY,osits. slyly regular accounts sleep against the furiously,50693
50695,Customer#000050695,"AlINNtcYvyang,QgG",10,20-892-849-7023,3198.95,FURNITURE,"fluffily regular instructions. furiously bold dependencies sleep carefully. pending, regular accounts grow furiou",50694
50696,Customer#000050696,"0gpaXQ RHd7O,KYnG4r7E",18,28-517-114-6376,5754.93,AUTOMOBILE,ironic instructions sleep along the slyly express platelets. furiously regular theodolites use s,50695
50697,Customer#000050697,jAcZJmVjqfK3Yy6uNr,3,13-213-577-5563,9122.52,AUTOMOBILE,"careful instructions detect blithely fluffy, pending r",50696
50698,Customer#000050698,wdiPXG4lq642XjHLXZUCxH02HaAE44RBo3,11,21-323-110-9403,2228.92,BUILDING,refully final attainments about the bold accounts use quick,50697
50699,Customer#000050699,v8XIRSMnaqBhzFp,3,13-137-754-8820,4423.21,FURNITURE,"instructions. furiously special deposits wake furiously. unusual, final accounts",50698
50700,Customer#000050700,SbARQI3dvgYX5uN7o7IXxfc,10,20-650-865-3615,887.51,BUILDING,"special pinto beans. ironic pinto beans hinder. ironic deposits during the final, pending pinto beans should wake",50699
50701,Customer#000050701,"uwSWwgzHI9ofre,3ByjAMzNx",12,22-911-955-9252,9375.53,MACHINERY,nic ideas above the carefully bold ideas detect furiously at the packages. carefully fur,50700
50702,Customer#000050702,iD3DIiE6hNwm0DEjX,0,10-730-546-4591,8588.98,MACHINERY,"regular, final dependencies. express, ironic pinto beans haggle carefully. carefully regular tithes wake careful",50701
50703,Customer#000050703,"wXOcVjDitVeak7yWx4,",19,29-560-978-7416,19.21,MACHINERY,frays sleep furiously furiously even foxes. quickly bold deposits wake slyly after the slyly final p,50702
50704,Customer#000050704,etzYvw2bFt3rXTIHby35AjC5zfu5lnIx5gyp,7,17-651-464-1780,1747.76,MACHINERY,l accounts engage slyly. dolphins haggle carefully car,50703
50705,Customer#000050705,aacp3t8W7cgdCUPHa6C5JIs,17,27-966-602-3538,2602.49,FURNITURE,ly pending foxes kindle carefully slyly ironic packages. blithely even theodolites,50704
50706,Customer#000050706,qoOrj7QaiFJk,16,26-131-381-5173,2101.76,MACHINERY,"the regular, even theodolites integrate enticingly along the regular i",50705
50707,Customer#000050707,Ng6ZdQjvuJnvfL8osLOPo8ER3XniG2tc8BQ2WW,11,21-409-461-9353,1299.93,AUTOMOBILE,osits. special deposits wake. forg,50706
50708,Customer#000050708,YQjT73OWykoXm5yg5,6,16-891-609-7187,-148.91,BUILDING,. packages cajole against the,50707
50709,Customer#000050709,E3cMvS1flJiJLtaR76BddbNhfGrof7t17po,3,13-227-802-2363,3281.23,BUILDING,ely bold asymptotes along the furiously regular accounts wake blithely fluffily expre,50708
50710,Customer#000050710,"S ObYLxklCmeD1g,gdFrR5B1EuQ5V",20,30-277-586-8574,2593.94,BUILDING,lly silent requests sleep busily furiously bold requests. pending,50709
50711,Customer#000050711,Od7aRBPQHpil3FeL48h5ttjvkqhqKD8jgsVveeX,13,23-372-695-1810,1342.04,AUTOMOBILE,uickly pending platelets cajole carefully. furious dependencies believe. ironic frays haggle. slyly regular d,50710
50712,Customer#000050712,"Ns3Nv59TChBtk8,o C",12,22-539-427-2711,3549.28,MACHINERY,eposits haggle furiously. blithely daring ideas x-r,50711
50713,Customer#000050713,ZuAD2AFzbL,2,12-550-516-7537,8728.02,MACHINERY,ts use furiously after the slyly ironic deposits,50712
50714,Customer#000050714,mRrN62mqKBqOeKH26roCq1,1,11-927-365-7407,4956.57,MACHINERY,"packages haggle furiously regular, ironic foxes: carefully reg",50713
50715,Customer#000050715,16083JOEgFs8cjW8 UmHi5WBM9pAA g,24,34-795-349-7227,137.19,BUILDING,lly express depths use slyly carefully final packages. excuses haggle furious,50714
50716,Customer#000050716,fPZKbEw3pAqTKDmHr2RBV8NTT,19,29-785-277-9060,4749.52,MACHINERY,"ly, ironic ideas above the bold, express platelets wake furiously among the quickly ruthless",50715
50717,Customer#000050717,zau1gB7woNfLEq0pIQanuHxuv Szy,8,18-551-227-3625,7118.27,HOUSEHOLD,"final foxes affix furiously express pinto beans. slyly regular foxes integrate slyly. busy, even dolphi",50716
50718,Customer#000050718,2fCOs1er4RgkY74CScS5wG,6,16-814-396-8402,9850.63,MACHINERY,"iously. quickly even instructions affix furiously about the regular, bold accounts. qu",50717
50719,Customer#000050719,Z9HxBe1Gip8P,22,32-269-223-1543,7541.65,BUILDING,uctions. theodolites integrate against the carefully close deposits; slyly regular accounts sleep furiously c,50718
50720,Customer#000050720,"Op9O7vEhF84nx0m,1HTyGbXNkhIpqdAzXkgLCx",14,24-880-198-7628,8559.86,MACHINERY,"ironic requests. quickly final platelets wake! bold, express packages at the",50719
50721,Customer#000050721,Ng9GUcFjdMZmGAtcIrth,0,10-214-886-2140,5682.86,HOUSEHOLD,oxes. express requests sleep across the pending ideas. carefully express theodolites slee,50720
50722,Customer#000050722,iU44fhZqxSZg,16,26-526-410-7069,7847.32,FURNITURE,"even accounts. quickly final accounts cajole regular, regular deposits. foxes nag along the",50721
50723,Customer#000050723,"n5,L6jyk6FmWSVxIg0QG",16,26-156-383-4554,8879.27,HOUSEHOLD,"s cajole quickly ironic theodolites: regular, final accounts against the furiously final platelets",50722
50724,Customer#000050724,gnPW4iX7PNXDCh1,12,22-308-438-5132,6027.62,FURNITURE,even deposits. pending depths poach quickly. furiously final inst,50723
50725,Customer#000050725,"F7O,3wGt9CeF7hBsatNpGLu8h4cZ5azXdeB9jkL",1,11-632-383-6257,5245.77,FURNITURE,o beans. packages sleep. regular pinto beans wake slyly. carefully special dependencies integr,50724
50726,Customer#000050726,oLSjVYy0nTwMqgyvdXB56gSdQz1zDbBvC55jWn,17,27-204-132-4381,9642.35,AUTOMOBILE,equests. sauternes cajole blithely agains,50725
50727,Customer#000050727,PE7wMYTPUEzFlLg7Ek96hOObVsEr,17,27-542-544-5285,5109.58,AUTOMOBILE,olites boost blithely alongside of the carefully special deposits. ca,50726
50728,Customer#000050728,LXxnQsbokRdizpx9l01YoDKYiXmgCkgaPT,12,22-548-343-5978,8698.90,MACHINERY,osits. furiously unusual requests nag s,50727
50729,Customer#000050729,7dLHNHa0C6MKNsHL4tiYHjahU,17,27-800-518-1448,-497.79,MACHINERY,"rate about the slyly final deposits. carefully regular foxes integrate furiously. pending, even packages abov",50728
50730,Customer#000050730,mT l Fw78u7LfHA05ws6D9YGB9LC7x,20,30-448-157-2511,2515.37,HOUSEHOLD,sly quickly even ideas. bold deposits nag boldly final deposits. blithely even requests are quickly slyly f,50729
50731,Customer#000050731,rvZ0btWEqIgjUTNzLGfWAIpHj,4,14-792-414-7092,742.44,FURNITURE,inder fluffily. slyly final pinto beans a,50730
50732,Customer#000050732,"g540M,dZK70D8X6EvXXpDRlNjG",13,23-849-638-4842,2141.50,HOUSEHOLD,"side of the deposits. pending deposits about the unusual, regular asymptotes wake according",50731
50733,Customer#000050733,4jCOOrBZkSGFr3BG9,22,32-978-251-3233,9133.76,BUILDING,"refully. regular, even deposits should have to engage quickly blithely silent excuses: dogged, permanent accounts s",50732
50734,Customer#000050734,Ms1fsvZC5I6o95,21,31-617-429-7609,4209.43,AUTOMOBILE,s. carefully regular accounts wake ideas. special excuses are ironic deposits. quickly pending instructions,50733
50735,Customer#000050735,"8QScdnsspKFRoX2miSy0W9J 3,",4,14-163-811-2789,4908.36,FURNITURE,"unusual sauternes about the deposits sleep about the blithe, ironic deposits. carefully express i",50734
50736,Customer#000050736,xYCQQZc9hlPiE796A9,17,27-898-620-3348,3829.03,BUILDING,e carefully final foxes sleep quickly among the furiously,50735
50737,Customer#000050737,cO5e5Jr3lSgWzTUVmqyPyZ,11,21-524-531-7242,2538.39,FURNITURE,r the brave accounts. slyly regular pinto beans detect carefully. furiously final reques,50736
50738,Customer#000050738,"9XZvHvSy933Mmz,W9FKtorgCekm3bCYCls79gI",0,10-304-754-4715,2741.80,AUTOMOBILE,fily. fluffily ironic somas alongside of the stealthily ironic theodolites haggle blithely after,50737
50739,Customer#000050739,yVxF0NPfLwoRH,22,32-232-720-7206,447.20,FURNITURE,"ironic courts are carefully express, ironic instructions. final somas boost. carefully ironic pearls haggle amon",50738
50740,Customer#000050740,eFrUXbXGeeB65QN9a6fhzx,15,25-772-151-5639,1112.39,BUILDING,ites above the unusual packages wake against the quickly bold packages. final a,50739
50741,Customer#000050741,YAA3 zUe5F4BCb4JEVa7tVvL3NmGcQ1bEdkv,13,23-122-888-2815,4850.55,BUILDING,ages. slyly regular requests use. asymptotes nag alongside of,50740
50742,Customer#000050742,yglo3nkBRFlQE8DRHNxTi6s9Ng1OMcGCbdE9,14,24-256-246-5656,187.50,BUILDING,lar sauternes engage furiously near the slyly bold deposits. quickly regular packages sle,50741
50743,Customer#000050743,hKS0wskqI4rbGqMz141kOL,8,18-297-533-1648,3234.07,BUILDING,posits wake along the even ideas. regul,50742
50744,Customer#000050744,"g4XP0R0X9eFZ,JjvErzrPYCMQJdpRVbtvn",3,13-916-902-2761,2071.99,BUILDING,furiously quickly enticing packages. ca,50743
50745,Customer#000050745,"N,xFzmEO5RNTGYJeH9g9ewUwLupUsfoJbAIRVZE,",14,24-134-680-8700,6908.24,AUTOMOBILE,es wake about the fluffily special ideas,50744
50746,Customer#000050746,f9 Rs2VOdYxtcVQ7Iou5dhHEJ26nD6,4,14-731-537-2972,-171.97,BUILDING,"tructions. regular, fluffy foxes are slyly brave, regular packages. fluffily regul",50745
50747,Customer#000050747,"qBbq2vSgsEC,phYblf1Bq60xfoNgxzd2s,O,7",2,12-921-742-5910,614.41,HOUSEHOLD,es sleep furiously above the carefully unusual deposits. regular requests cajole quic,50746
50748,Customer#000050748,"k8OPqWKavvgHI,M21,Simk 5HgMn4F",13,23-861-978-5946,6351.05,AUTOMOBILE,ously final waters cajole carefully furiously bold sentiments. regularly special foxes above the deposits u,50747
50749,Customer#000050749,pLLcOGnMns7k,4,14-126-671-7437,7074.72,BUILDING,"hely final, regular foxes! slyly silent",50748
50750,Customer#000050750,Ug29OnexM9Ma0cGbva0tCRX1mnyAjqHTwB,13,23-635-480-3111,3848.96,BUILDING,ar accounts. pending instructions are blith,50749
50751,Customer#000050751,vLHu4NyJWpoFJWjeFTqFhmmlVsWJvXAGTsMqwUD,3,13-118-556-2631,7460.58,FURNITURE,hely. furiously regular pinto beans breach carefully.,50750
50752,Customer#000050752,"CATBVIpsmUNFxXPOpEI2myOjxt0,2oqFcL",24,34-364-326-6314,-944.75,BUILDING,o hang across the express deposits. slyly ironi,50751
50753,Customer#000050753,g2y2Dj3VSLggQIEKDWW2oh4F8N0G7v17p,19,29-957-590-9204,3497.59,MACHINERY,ckly silent pinto beans above the carefully even,50752
50754,Customer#000050754,"gpa zrZGAIpWi,3PzB3",7,17-761-872-3717,8963.42,FURNITURE,kly express courts. blithely bold packages across the f,50753
50755,Customer#000050755,a3R08f4QMlyDE,20,30-579-663-8554,1302.08,FURNITURE,structions haggle daringly even excuses. carefully regul,50754
50756,Customer#000050756,6lndLHFBEk3dnEt7u,1,11-873-312-5136,2934.36,MACHINERY,lyly against the slyly regular packages. slyly unusual excuses use furiously above the fluffi,50755
50757,Customer#000050757,r6BdFMKvgo2oQ0kGnR,18,28-967-567-1943,2833.48,AUTOMOBILE,. idle accounts wake blithely among the slyly final deposits. pending packages wake furiously. qui,50756
50758,Customer#000050758,nlNuMfI6Pb5jfdwQ4qHPOvCOUoYe9yoHm,7,17-376-716-6683,1286.18,HOUSEHOLD,"ely special theodolites haggle slyly. blithely close accounts detect quickly. unusual, regular pl",50757
50759,Customer#000050759,8puOLI nNtfvBcmp6jf7vnKw2LfZRze9nkUyFO9i,20,30-823-484-1234,-149.63,HOUSEHOLD,"c accounts among the regular, pending deposits believe doggedly accounts. slyly special requests wake b",50758
50760,Customer#000050760,"oj,bfcsQslJTUl7O3sk9Vl",20,30-429-938-7676,2045.42,MACHINERY,r the slyly even instructions. slyly even platelets upon the blithely regular pinto beans are blithely,50759
50761,Customer#000050761,H1FUO0MwbFX6x9Q0tylmylHaN3P71mqBMF0CLo,14,24-539-695-7179,363.66,MACHINERY,ches. slow instructions nod. unusual pinto beans,50760
50762,Customer#000050762,FtX6ORydL 1rTPLc1X,11,21-210-786-3260,4936.47,BUILDING,to the bold requests. blithely final pinto beans wake slyly furiously express ideas. quickly bold theo,50761
50763,Customer#000050763,iH3hG9Yuwcz,23,33-120-511-5351,3263.83,HOUSEHOLD,"luffily slyly regular accounts-- pending, unusual packages doubt f",50762
50764,Customer#000050764,AZEeZCvJMV,10,20-525-160-1904,7166.92,FURNITURE,sts cajole fluffily. carefully even ideas haggle above the quickly ironic deposits. quickly ironic r,50763
50765,Customer#000050765,P58BnO7Imt0rpzQA71,17,27-405-504-9190,2413.00,BUILDING,refully final accounts affix furiously. carefully ironic accounts ha,50764
50766,Customer#000050766,M3ZlF89csKVMKT,11,21-619-906-8922,7207.84,MACHINERY,ackages except the furiously special foxes was furiously brave theo,50765
50767,Customer#000050767,EMRSSkQAhINLiBB4z59i4eSfgbnaJQkM8zIml,7,17-439-217-2665,8220.24,MACHINERY,onic foxes sleep along the carefully final theodolites. even instructions snooze.,50766
50768,Customer#000050768,"V9AxcsM8 6fVHWWwIJeWrxHcpzBU,k7pTKoLH82",4,14-738-607-9742,6683.02,BUILDING,"deposits. blithely special packages sleep furiously. special, express pinto beans among the fluffily p",50767
50769,Customer#000050769,QudFCnZpVYK57WPWyN2fxfKCA0IiCBDz w,3,13-121-460-6569,9499.57,BUILDING,packages nag slyly after the blithely unusual ideas. quickly pending theodolites,50768
50770,Customer#000050770,"q7e4v,QSmdc",16,26-454-856-2449,3325.69,BUILDING,lar tithes. blithely ironic sauternes wak,50769
50771,Customer#000050771,f0QYmFbdF6YcJG,23,33-238-434-7453,1848.45,BUILDING,gainst the furiously express depo,50770
50772,Customer#000050772,M55kG8pF4BpbEoinMF,12,22-195-155-7648,813.03,HOUSEHOLD,y. carefully even pinto beans wake furious,50771
50773,Customer#000050773,16iIv4GBFHuXOhDD,1,11-342-949-7564,533.15,BUILDING,ctions detect blithely about the even deposits. final packages snooze sometimes acco,50772
50774,Customer#000050774,li3BK9C1EM2fdBcMH,9,19-780-905-1389,4531.36,HOUSEHOLD,t the quickly unusual packages are carefully across th,50773
50775,Customer#000050775,UoOMiF0aJkPXL6Ae1KwjY ArUI1bEWc4F,19,29-502-199-1108,3507.76,HOUSEHOLD,"old dependencies around the even, pending p",50774
50776,Customer#000050776,RTf0hwcnco,23,33-293-186-1069,3929.51,MACHINERY,ven packages haggle fluffily. slowly re,50775
50777,Customer#000050777,"SdYgO690XE6mh9cin,EmR",14,24-805-419-1884,8236.45,HOUSEHOLD,e furiously regular requests. blithely pending ideas against the regular courts wake blithely about the quickly bo,50776
50778,Customer#000050778,"CB,puR6OdXa7aDbm pSus9mrBjw5l",18,28-575-469-3090,4013.86,AUTOMOBILE,ely unusual deposits are quickly. furiously e,50777
50779,Customer#000050779,JxLK8G5ALQdaPrDiDwuw0bKaH11KESc,23,33-111-939-6361,7010.03,HOUSEHOLD,al accounts. carefully express requests wake q,50778
50780,Customer#000050780,"SqcrGkSwqN16rHg f7,1JS57A",3,13-683-553-1952,5589.85,HOUSEHOLD,y express accounts use blithely acc,50779
50781,Customer#000050781,hAEGxShRPdAraqMDOfEdMyVQaP4Zwkbnudu,13,23-275-526-9190,6562.68,AUTOMOBILE,egular excuses around the excuses use slyly quickly silent accounts. carefully daring packages integrat,50780
50782,Customer#000050782,pOhFsKxdEyr1lvPzZA9fPM8kwpaed8,10,20-883-281-4516,-52.81,FURNITURE,at the express accounts boost since the blithely final accounts. express ideas wake blithely. fluffily fi,50781
50783,Customer#000050783,IXYxXk6gjX,5,15-366-409-7125,1282.15,FURNITURE,"xcuses sleep. final, regular accounts wake across the quickly bold packages. idly regular instructions",50782
50784,Customer#000050784,zU5UXYfbXPv5aJB2sAqzAmztqz1YJ6zltrkE,13,23-616-435-1866,9047.81,MACHINERY,decoys. requests are blithely among the regularly ironic dep,50783
50785,Customer#000050785,"UymYP6g GrR9WXdftkiV8,6VwNaD0Xj8C",14,24-243-739-3180,543.13,HOUSEHOLD,foxes ought to thrash around the express packages. carefully permanent packages haggle. silent somas sleep final,50784
50786,Customer#000050786,puPzLhkmEeP,10,20-577-300-2170,7262.43,AUTOMOBILE,counts. blithely ironic foxes,50785
50787,Customer#000050787,jGiVEZpAZaIT2,2,12-717-632-5255,1692.02,MACHINERY,ress escapades print slyly regular excuses. slyly even requests detect furiously carefu,50786
50788,Customer#000050788,"tKgHkxcqwOvkc,3NtlX7a,WDQ",4,14-224-580-3310,815.90,BUILDING,ackages. blithely ironic accounts above the fluffily silent courts wake quickly along the busily express deposits. s,50787
50789,Customer#000050789,d9spzXRMII4xh0hJYYSu,7,17-545-156-7293,4756.92,AUTOMOBILE,ng the carefully ironic packages. busily final dependencies affix furiously express dependencies. unu,50788
50790,Customer#000050790,"MNmv0hsEqFN4WTWKqyxx8JplJlftlRZ,z",13,23-296-624-8444,-421.75,HOUSEHOLD,y final instructions. silent packages are theodolites. patterns affix after the slyly even foxes. unusual accounts,50789
50791,Customer#000050791,xlfbOPNqDc09ikaTLSCkQA0AN,18,28-251-132-1905,4599.56,AUTOMOBILE,"accounts. special, sly excuses poach quickly. pending requests sleep care",50790
